country_code,country_name,year,quarter,network_type,date,download_mbps_weighted_mean,upload_mbps_weighted_mean,latency_ms_weighted_mean,download_mbps_weighted_median,upload_mbps_weighted_median,latency_ms_weighted_median,download_mbps_mean,upload_mbps_mean,latency_ms_mean,download_mbps_median,upload_mbps_median,latency_ms_median,tile_count,total_tests,total_devices
AZ,Azerbaijan,2019,1,fixed,2019-01-01,14.537836339459238,14.996228511030038,31.335606396399466,16.555,16.75,19,6.65076537185243,5.521767519031817,62.8647276986141,3.385,0.902,38,5123,96563,29329
AZ,Azerbaijan,2019,1,mobile,2019-01-01,31.989768106632408,14.615600449654728,32.56801027782239,32.157,15.408,25,26.6488603974794,11.302734609791566,39.83397964129908,19.8475,8.075,28,4126,20875,12454
AZ,Azerbaijan,2019,2,fixed,2019-04-01,14.76008522138309,15.166855656745149,31.21882866873982,16.105,15.894,18,7.4392749696724625,6.443760614638092,57.702992317023856,3.7945,1.2495,37,4946,83070,27012
AZ,Azerbaijan,2019,2,mobile,2019-04-01,31.175769942508083,14.58303485447359,33.974577793747756,30.625,14.906,24,26.56930606060606,11.46569595959596,40.678282828282825,21.2275,8.155000000000001,27,3960,17653,11132
AZ,Azerbaijan,2019,3,fixed,2019-07-01,15.540890042773709,16.538833388171422,28.570473801102246,17.006,17.823,17,6.234225269203159,5.471275233309404,55.66733668341708,3.022,0.851,41,6965,144067,48628
AZ,Azerbaijan,2019,3,mobile,2019-07-01,33.54876888545977,15.873943115662481,32.06775618994178,34.412,16.558,23,27.79733415233415,11.935204545454546,39.778050778050776,22.18,8.684000000000001,27,4884,21982,14257
AZ,Azerbaijan,2019,4,fixed,2019-10-01,17.02239800812955,18.470811321247925,26.55748846571081,19.537,21.431,16,6.36355968836391,5.628445086705202,50.37383764765016,3.1055,0.828,40,7958,259918,76511
AZ,Azerbaijan,2019,4,mobile,2019-10-01,32.10953080067663,16.83174971807161,28.37764307865802,32.099,17.494,22,28.086419938139425,12.737086604806091,34.84939329050678,23.776,9.495,25,4203,21384,14188
AZ,Azerbaijan,2020,1,fixed,2020-01-01,17.394078926839196,18.74688902079164,26.3151985890174,20.464,22.313,14,7.392408364352967,6.814871688197941,54.87562951609372,3.416,0.821,37,4567,106141,29483
AZ,Azerbaijan,2020,1,mobile,2020-01-01,28.233974748966332,15.128918266391022,26.42203189604253,28.399,15.823,21,25.46088545574928,11.52403994703156,31.207459721915694,22.326,7.858,23,4531,21396,13544
AZ,Azerbaijan,2020,2,fixed,2020-04-01,17.205562321071266,18.456838941049714,29.631706941665385,19.907,21.412,15,7.312074932126697,6.6176086877828055,55.814660633484166,3.413,0.805,39,5525,140922,32485
AZ,Azerbaijan,2020,2,mobile,2020-04-01,30.01123086409603,14.316259228808681,27.86853572309463,29.885,13.934,23,27.308673010026602,11.430381829343155,31.737875997544506,24.301,7.923,24,4887,20970,12163
AZ,Azerbaijan,2020,3,fixed,2020-07-01,19.33642291745194,21.10736863927629,26.175859613854335,22.577,25.071,12,8.849558348661352,8.633527692622113,47.6623748211731,3.693,0.845,35,4893,80456,23877
AZ,Azerbaijan,2020,3,mobile,2020-07-01,33.139156826397254,15.291612661043656,26.592918713504496,32.133,14.96,22,30.615952101220063,12.085080659737912,30.535698147311344,26.561500000000002,8.614,24,4426,16826,10789
AZ,Azerbaijan,2020,4,fixed,2020-10-01,21.511931782654912,24.061786969299067,21.04008003501532,25.123,28.359,10,11.04789031131801,11.283296479487925,41.54407913878382,4.765,1.672,29,3437,56415,15993
AZ,Azerbaijan,2020,4,mobile,2020-10-01,31.10977689942907,15.686152979066023,26.82125603864734,28.939,15.512,21,29.694891354753228,12.782079165286518,29.70520039748261,25.038,9.207,22,3019,10813,6831
AZ,Azerbaijan,2021,1,fixed,2021-01-01,22.184118573497464,24.36215980267922,21.320465242577843,25.813,27.725,10,10.936859058877017,11.372826324164583,42.29483973630371,4.316,1.681,31,4399,82497,22096
AZ,Azerbaijan,2021,1,mobile,2021-01-01,33.4640479483633,15.479194444444445,23.727178423236513,32.523,15.213,20,31.294822930618807,12.334918832038575,26.28368604339673,26.864,8.679,22,3733,13848,8676
AZ,Azerbaijan,2021,2,fixed,2021-04-01,24.565270121497644,25.145027870071907,22.35938507314654,27.872,27.928,10,12.781523518769788,12.05504500226142,44.087516960651286,5.5765,2.726,30,4422,64544,20165
AZ,Azerbaijan,2021,2,mobile,2021-04-01,34.913320405109914,14.80274853262746,23.08021636551962,33.597,13.685,20,32.00166418095948,11.829640318170519,25.234153616703953,27.37,7.245,22,4023,13256,8689
AZ,Azerbaijan,2021,3,fixed,2021-07-01,19.725583211529464,20.3819780022217,24.878127923292798,21.518,22.164,13,9.413969361015925,8.858734428542633,47.82946986494658,4.1445,1.1835,33,9922,223425,68416
AZ,Azerbaijan,2021,3,mobile,2021-07-01,36.658076123368375,15.074656925031766,24.48330830541758,35.368,14.237,20,32.617010890609876,12.021232817037754,26.889641819941918,26.256,7.2275,22,4132,12755,8657
AZ,Azerbaijan,2021,4,fixed,2021-10-01,27.620493637741742,27.529592539850242,17.63204556938766,30.946,30.597,9,17.46672924528302,15.611561320754717,34.509669811320755,10.6325,9.088000000000001,22,4240,74049,21769
AZ,Azerbaijan,2021,4,mobile,2021-10-01,35.79819133505105,14.764661799790057,24.539173585265768,35.313,14.91,21,32.43497442702051,11.851476960193004,27.46779252110977,26.406,7.593,22,4145,16026,10479
AZ,Azerbaijan,2022,1,fixed,2022-01-01,22.66596275875529,23.051927518022907,20.533636663047854,24.894,25.096,12,12.122749619192689,11.217150514089871,41.9935262757045,5.1955,2.877,32,10504,299608,81979
AZ,Azerbaijan,2022,1,mobile,2022-01-01,37.47625687978481,15.092194806538382,22.95634181667701,36.009,14.662,20,33.50361352772467,12.3702698374761,24.795411089866157,26.93,8.262,21,4184,15338,9666
AZ,Azerbaijan,2022,2,fixed,2022-04-01,24.055915558857265,24.835757129079344,18.71818632050881,26.405,26.686,11,13.734879758726391,13.210553347176901,38.54069020073173,7.163,6.445,27,10113,280713,76728
AZ,Azerbaijan,2022,2,mobile,2022-04-01,39.58570999812418,15.934946445319827,26.689364096792346,37.817,15.959,21,35.474916554206025,12.615065677013046,30.110211426000898,29.704,8.7635,22,4446,16402,10662
AZ,Azerbaijan,2022,3,fixed,2022-07-01,25.120311191699145,25.387872131739925,19.436194925534934,27.542,27.231,11,14.67005792796138,13.385307556628296,40.15549572966951,7.482,6.689,28,10772,262902,77486
AZ,Azerbaijan,2022,3,mobile,2022-07-01,38.22673507712945,15.561644438056913,27.971830985915492,36.615,15.185,22,34.29898345354264,12.480160161221892,30.73440814594824,27.804000000000002,8.57,23,4714,15498,10437
AZ,Azerbaijan,2022,4,fixed,2022-10-01,28.720487396145007,28.692497091418076,16.441475222477624,30.458,30.315,9,18.923026902690268,16.782643764376438,34.206120612061206,13.719,13.317,20,9999,285820,77873
AZ,Azerbaijan,2022,4,mobile,2022-10-01,39.891303918722784,15.376549685534592,28.77552007740687,37.165,15.152,22,36.57003096623981,12.734614202561117,32.434924330616994,29.891,8.436,22,4295,16467,10335
AZ,Azerbaijan,2023,1,fixed,2023-01-01,29.82794735605477,29.514191896513463,16.32998733830229,31.745,31.343,9,20.434740679673904,18.10113245397087,32.914903361729415,14.753,15.355,19,10917,265497,76609
AZ,Azerbaijan,2023,1,mobile,2023-01-01,41.48761271398346,15.646050586651278,31.936910944412386,37.369,14.703,22,36.764617406671086,13.024487740225315,35.31389441130992,29.732,9.184,22,4527,17056,10398
AZ,Azerbaijan,2023,2,fixed,2023-04-01,31.779421306018655,30.942817668823835,14.636494807068672,33.283,32.128,8,23.897328005174167,20.62268585419939,28.034186454772243,20.55,20.307,14,10823,218026,69999
AZ,Azerbaijan,2023,2,mobile,2023-04-01,47.89343628094998,16.84335886811521,31.22011116725619,41.066,16.184,22,41.88645957820738,14.325602811950791,33.217706502636204,35.135999999999996,10.9195,22,4552,15386,9895
AZ,Azerbaijan,2023,3,fixed,2023-07-01,32.0881256381621,32.860614457030415,14.331392256966604,32.179,32.084,8,23.694336698032508,22.369686911890504,28.102908468776732,22.0815,23.059,13,11690,220561,75216
