country_code,country_name,year,quarter,network_type,date,download_mbps_weighted_mean,upload_mbps_weighted_mean,latency_ms_weighted_mean,download_mbps_weighted_median,upload_mbps_weighted_median,latency_ms_weighted_median,download_mbps_mean,upload_mbps_mean,latency_ms_mean,download_mbps_median,upload_mbps_median,latency_ms_median,tile_count,total_tests,total_devices
UZ,Uzbekistan,2019,1,fixed,2019-01-01,11.636426096699129,10.766045333103508,41.15651124709127,10.254,9.545,24,8.405518472291563,7.225324762855716,56.714178731902145,4.2395,2.2824999999999998,30,4006,35249,11603
UZ,Uzbekistan,2019,1,mobile,2019-01-01,9.27171298026999,5.024783904465213,68.13385254413292,7.966,4.401,40,8.43301117445838,4.227765792474345,80.14207525655644,6.237,2.506,47,4385,17097,9630
UZ,Uzbekistan,2019,2,fixed,2019-04-01,14.228348454330503,13.054940274980297,39.95796479551625,12.654,11.939,22,10.938763054187191,9.398477832512315,51.07487684729064,5.8995,3.8689999999999998,28,4060,34963,11419
UZ,Uzbekistan,2019,2,mobile,2019-04-01,9.706197808101429,5.730436982916085,67.68743956162028,8.284,5.035,40,9.023979943318073,4.899354916067146,75.65315020710705,6.898,3.179,47,4587,16029,9307
UZ,Uzbekistan,2019,3,fixed,2019-07-01,16.448331924373107,15.34930787684926,39.66681898669104,15.873,15.076,19,11.684877113866968,9.723461480646373,59.37655016910936,6.162,3.4265,33,5322,49190,17507
UZ,Uzbekistan,2019,3,mobile,2019-07-01,10.114690615037711,5.871278049918358,70.65305963766426,8.607,5.412,40,9.037229582895199,4.854309849281458,81.82930248860848,6.948,3.18,48,5706,22299,12861
UZ,Uzbekistan,2019,4,fixed,2019-10-01,17.428719687236153,16.682776109540768,32.31507653904042,17.367,17.024,18,11.960310616386492,10.330848856580342,49.679236710586096,6.408,3.44,33,6603,84076,27241
UZ,Uzbekistan,2019,4,mobile,2019-10-01,9.62806916982432,5.7893291767137445,55.269032035825006,8.132,5.238,37,8.70186152153411,4.869419050613015,63.413234831813895,6.4735,3.2409999999999997,44,6362,25437,14515
UZ,Uzbekistan,2020,1,fixed,2020-01-01,21.619226356216995,22.142137942070732,27.81957113138102,22.211,22.9,14,16.892643757431628,16.688223543400714,41.294173602853746,11.788,10.916,21,4205,40541,12498
UZ,Uzbekistan,2020,1,mobile,2020-01-01,10.384008561872909,6.325827892976588,49.5028093645485,9.195,5.825,37,9.53690538261003,5.348538261002914,55.68072381536574,7.499,3.582,39,6521,26874,14950
UZ,Uzbekistan,2020,2,fixed,2020-04-01,23.05936582352086,22.90507573775258,30.194723070213694,23.265,23.455,15,18.890466785643465,18.016486615110054,45.267896093595084,14.035,13.163,21,5043,55404,13758
UZ,Uzbekistan,2020,2,mobile,2020-04-01,11.41722315888859,6.8969738332883725,45.94577825735096,9.728,5.811,34,10.470722195121951,6.00995243902439,51.68012195121951,8.215499999999999,3.853,38,8200,29574,14828
UZ,Uzbekistan,2020,3,fixed,2020-07-01,27.787268043104227,26.681924929819793,23.65226840532464,28.201,27.483,11,22.83435814479638,20.983532805429864,33.78212669683258,18.503500000000003,16.59,16,4420,35991,11043
UZ,Uzbekistan,2020,3,mobile,2020-07-01,13.2000719237435,7.9211664444740695,41.347753632848956,11.31,6.928,32,12.322375202694275,6.998787202195335,45.39079456155669,9.63,5.078,34,8017,29046,15002
UZ,Uzbekistan,2020,4,fixed,2020-10-01,28.68268297432153,30.003731410490445,24.0812948764756,27.531,29.263,15,24.525855126498,24.90392676431425,31.006657789613847,19.333,19.136,18,3755,25409,8217
UZ,Uzbekistan,2020,4,mobile,2020-10-01,12.640446172374071,8.373253796209028,40.95287464655985,10.643,7.578,31,11.857758077965395,7.22412111736502,45.360016677089845,8.998000000000001,5.4025,33,9594,38904,19098
UZ,Uzbekistan,2021,1,fixed,2021-01-01,31.48318219165848,31.990803429490043,21.38894346700009,30.799,31.3,13,26.561853059401518,26.463207235372934,28.42273336310853,22.229,20.634,17,4478,39014,11197
UZ,Uzbekistan,2021,1,mobile,2021-01-01,14.115293514655127,8.878777726265904,34.3213310668109,11.789,7.827,29,13.344196247766527,7.837737939249553,36.63797895572762,10.04,5.7155000000000005,31,10074,39204,19413
UZ,Uzbekistan,2021,2,fixed,2021-04-01,36.556223407294546,34.859990858013525,18.143033996762213,35.858,34.516,10,32.62600939069666,30.337466477396813,24.051976414064207,29.386,24.699,12,4579,30931,10501
UZ,Uzbekistan,2021,2,mobile,2021-04-01,17.706412271558612,9.839898756167049,33.035716767424084,14.455,8.185,28,16.765806964329045,8.979967240960931,34.94867750545984,12.871,6.235,29,8242,27136,14391
UZ,Uzbekistan,2021,3,fixed,2021-07-01,32.52440747330961,33.148796300415185,21.35690984578885,33.401,34.15,13,27.51507084038353,27.926565256627185,29.77484489565708,24.916,24.469,20,8865,86195,26976
UZ,Uzbekistan,2021,3,mobile,2021-07-01,18.66630680044593,10.69372419175028,31.029877369007803,15.781,9.077,27,17.66875138539043,9.920325314861461,32.44722921914358,14.3015,7.294,28,7940,26025,13455
UZ,Uzbekistan,2021,4,fixed,2021-10-01,43.23833750830249,39.53332963279249,13.920296043267863,42.361,39.081,8,39.7395456858663,36.07603400416377,18.591256072172104,37.312,32.893,10,4323,31224,10539
UZ,Uzbekistan,2021,4,mobile,2021-10-01,19.97684528749259,11.68145577949022,30.561470065204507,16.162,10.412,25,18.309159634240388,10.752027762476589,32.66090117880357,14.572,8.732,27,9077,34666,16870
