country_code,country_name,year,quarter,network_type,date,download_mbps_weighted_mean,upload_mbps_weighted_mean,latency_ms_weighted_mean,download_mbps_weighted_median,upload_mbps_weighted_median,latency_ms_weighted_median,download_mbps_mean,upload_mbps_mean,latency_ms_mean,download_mbps_median,upload_mbps_median,latency_ms_median,tile_count,total_tests,total_devices
UA,Ukraine,2019,1,fixed,2019-01-01,37.69040782116223,37.547615484442,18.267592830700963,36.299,37.606,9,27.916440961932985,28.466554973026366,29.735867335308868,24.933,25.235999999999997,12,52644,488718,167213
UA,Ukraine,2019,1,mobile,2019-01-01,18.006766943575588,10.61085846739171,48.176317626434056,17.393,11.07,43,15.889142814026748,7.775978759926811,58.257465150057534,13.114,4.684,45,53013,345826,187667
UA,Ukraine,2019,2,fixed,2019-04-01,38.036679830814236,37.52780802416167,18.86051634088498,36.589,37.428,9,28.3698255249459,28.401312432980447,29.943537852644713,24.749,24.154,12,51291,411257,148003
UA,Ukraine,2019,2,mobile,2019-04-01,20.287264013270985,11.540041832453811,45.82802413780668,19.202,11.903,40,19.151117874012908,9.04951676702845,54.070457577615116,15.986,6.413,42,55466,287956,166378
UA,Ukraine,2019,3,fixed,2019-07-01,38.81012980182322,39.95654140705509,14.679365834324217,37.181,39.824,8,29.35237951049351,30.524538542917597,23.7224938525762,27.166,28.417,11,69948,677069,252300
UA,Ukraine,2019,3,mobile,2019-07-01,22.076867370048344,12.304205623442993,42.69010998749471,20.944,12.706,39,20.708693234507734,9.375553727958845,50.744254915896704,17.46,7.025,40,59094,349482,203114
UA,Ukraine,2019,4,fixed,2019-10-01,38.62678208901063,41.28626795457865,12.374633252645227,37.212,41.195,7,28.900394946398073,31.23346600753102,20.72723718595033,27.2035,30.156,11,97198,1435560,451946
UA,Ukraine,2019,4,mobile,2019-10-01,22.726720183609952,12.732102242263732,39.55870502122518,20.772,12.962,36,22.71111636864336,10.277592039893568,46.065161974582736,18.867,8.221,38,53743,326464,185393
UA,Ukraine,2020,1,fixed,2020-01-01,42.28846435887788,44.8512644445838,12.638388937664619,39.96,43.448,6,31.47491991399684,34.76861643300105,20.69829592906516,27.161,31.42,9,56277,648855,191352
UA,Ukraine,2020,1,mobile,2020-01-01,21.903201612777604,12.23115263750928,40.22846298036731,19.954,12.357,37,21.847459169990664,9.884688347619452,47.12326232708139,17.75,7.664,38,58915,354635,192587
UA,Ukraine,2020,2,fixed,2020-04-01,45.822011520959855,48.48774317576281,13.05520175882109,42.931,46.557,6,33.165531759129216,36.487822208567415,21.93184691011236,28.294,32.4915,8,56960,622236,176027
UA,Ukraine,2020,2,mobile,2020-04-01,25.155322084601657,12.56082928125328,38.48237902802561,23.009,12.393,34,24.112925920968983,10.405371532773447,44.18563254926891,19.614,7.7135,36,59774,289976,152432
UA,Ukraine,2020,3,fixed,2020-07-01,49.047498317577315,51.18831152495957,11.482760629852443,45.227,48.624,6,36.970814371508084,40.31708259222834,16.949130553056143,31.465,35.736,7,47789,388029,137302
UA,Ukraine,2020,3,mobile,2020-07-01,25.98952447012966,13.262446985897194,37.87773055788647,23.603,13.178,34,25.350877465630603,11.038060624173594,42.77972794290786,20.486,8.437,36,55209,252993,147772
UA,Ukraine,2020,4,fixed,2020-10-01,56.63803163528625,59.05414855812256,9.513489091430408,51.383,54.521,5,43.04186808467894,47.2570202154642,13.420381205896387,36.742,42.173,6,39821,352251,115093
UA,Ukraine,2020,4,mobile,2020-10-01,25.101416700541755,13.231518044951626,36.77878951375082,22.494,13.082,34,24.976090787480572,11.218615643381268,40.312238113036805,19.832,8.452,35,50833,246580,135301
UA,Ukraine,2021,1,fixed,2021-01-01,61.597605247351574,63.51478351209531,9.046546318603346,55.747,58.342,5,46.16098410874976,50.29679611547216,12.858935903163358,38.963,44.237,6,47007,511759,151505
UA,Ukraine,2021,1,mobile,2021-01-01,26.44066989970411,13.79174171309995,35.705675748376436,24.159,13.543,33,25.884218848880522,11.7540727159851,38.982797292426,20.788,8.7365,34,49934,241858,130115
UA,Ukraine,2021,2,fixed,2021-04-01,66.63516999475365,64.22140768040002,8.911394946662089,59.443,58.575,5,50.42472122592085,50.40089318529862,12.375030224873056,42.478,44.3585,6,49628,445197,154393
UA,Ukraine,2021,2,mobile,2021-04-01,29.399448976442525,14.098580511183517,35.206439836512985,27.354,13.862,33,28.435957302339393,11.45151157548023,37.737131980723284,22.836,8.014,34,74079,382203,226807
UA,Ukraine,2021,3,fixed,2021-07-01,59.778308804905855,59.012821151006555,8.757103146035533,53.052,54.037,5,43.95695654068532,44.839796690332456,12.891505824334665,37.13,39.1315,6,94088,1094627,380606
UA,Ukraine,2021,3,mobile,2021-07-01,30.382028619363172,14.665985055034538,37.6006065030606,27.787,14.454,35,28.833603977373166,12.085752978610572,39.618013081138415,22.347,8.4875,36,56570,249856,142456
